,Open,High,Low,Close,Volume,8_EMA,200_SMA
2001-01-23,94.31,94.88,92.5,92.69,4243600,94.17120680403032,92.79090000000001
2001-01-24,91.69,91.75,90.38,90.56,5531500,93.3687164031347,92.8734
2001-01-25,90.63,92.31,90.5,91.75,3952200,93.00900164688254,92.95215
2001-01-26,92.75,93.5,91.75,91.94,3319000,92.77144572535309,93.0206
2001-01-29,92.5,93.0,91.51,91.6,2600600,92.5111244530524,93.09359999999998
2001-01-30,92.0,93.0,91.51,91.6,2511700,92.3086523523741,93.17035
2001-01-31,92.99,93.37,90.71,93.13,4297600,92.49117405184651,93.26944999999999
2001-02-01,93.13,94.34,93.13,93.87,3106600,92.79757981810285,93.35130000000001
2001-02-02,94.5,95.61,94.49,95.1,3262300,93.30922874741333,93.4193
2001-02-05,95.35,95.75,93.71,93.93,2835700,93.44717791465482,93.4777
2001-02-06,93.93,94.4,93.2,93.42,2576900,93.44113837806485,93.53665000000001
2001-02-07,94.2,95.35,93.64,94.9,2716800,93.76532984960599,93.59174999999999
2001-02-08,94.7,95.3,94.25,94.63,2351500,93.95747877191577,93.64335000000001
2001-02-09,95.6,95.99,94.95,94.98,2900200,94.18470571149004,93.70450000000001
2001-02-12,96.5,98.25,96.5,98.1,4473300,95.05477110893669,93.78
2001-02-13,97.5,97.95,96.5,96.9,4123000,95.46482197361743,93.852
2001-02-14,96.9,96.95,95.0,95.65,2880100,95.50597264614689,93.91680000000001
2001-02-15,95.45,95.7,93.65,94.2,4038600,95.21575650255869,93.96685
2001-02-16,93.5,94.77,93.24,94.53,3942900,95.06336616865676,94.02325
2001-02-20,94.6,96.05,94.6,96.03,2677000,95.27817368673303,94.0881
2001-02-21,96.83,97.85,96.36,96.91,2803400,95.64080175634791,94.15265
2001-02-22,96.92,97.64,95.1,96.52,2792900,95.83617914382616,94.1965
2001-02-23,95.2,95.8,94.61,95.49,2773600,95.75925044519812,94.23894999999999
2001-02-26,95.51,95.98,94.3,95.75,2561400,95.75719479070965,94.29019999999998
2001-02-27,95.75,96.45,95.4,95.95,2213300,95.80004039277418,94.33965
2001-02-28,96.15,97.92,96.1,97.33,3456400,96.14003141660214,94.39880000000001
2001-03-01,97.8,99.45,97.79,99.08,5137900,96.79335776846834,94.46295
2001-03-02,99.3,99.85,97.4,99.15,3481700,97.31705604214204,94.52215
2001-03-05,98.25,98.75,97.35,98.48,2140200,97.57548803277714,94.57924999999999
2001-03-06,98.25,98.25,96.45,96.8,3023000,97.40315735882666,94.62074999999999
2001-03-07,96.8,96.8,94.2,94.8,3476300,96.82467794575408,94.65099999999998
2001-03-08,94.8,98.0,94.45,97.87,3948700,97.0569717355865,94.70595000000002
2001-03-09,98.0,98.25,95.42,96.7,4145800,96.97764468323395,94.75445000000002
2001-03-12,96.7,97.0,94.55,94.95,3373100,96.52705697584862,94.77949999999998
2001-03-13,94.9,94.91,92.49,94.15,4983400,95.9988220923267,94.8037
2001-03-14,93.9,94.07,92.08,93.25,3472200,95.38797273847632,94.8293
2001-03-15,93.0,93.35,92.01,93.35,3735900,94.93508990770381,94.85135
2001-03-16,93.0,94.1,91.5,91.99,5641300,94.28062548376963,94.86380000000001
2001-03-19,91.2,92.45,90.9,91.95,2879300,93.7627087095986,94.88510000000001
2001-03-20,91.85,92.32,90.68,90.8,3194500,93.10432899635447,94.9191
2001-03-21,90.5,90.55,86.35,87.23,5932900,91.79892255272014,94.93525
2001-03-22,86.1,88.0,83.68,87.8,6782500,90.9102730965601,94.9536
2001-03-23,87.65,88.8,86.9,88.21,5745100,90.31021240843563,94.97619999999999
2001-03-26,86.25,87.5,85.02,85.38,8504100,89.21460965100549,94.97869999999999
2001-03-27,83.3,83.3,80.5,83.25,33022700,87.88914083967094,94.96430000000001
2001-03-28,83.5,86.34,83.5,86.28,17227500,87.53155398641073,94.97184999999999
2001-03-29,86.28,88.6,86.1,88.38,9989600,87.72009754498612,94.97375
2001-03-30,89.0,89.23,87.22,87.47,7810300,87.66452031276698,94.96235
2001-04-02,87.5,87.6,86.01,87.32,5736300,87.58796024326321,94.9458
2001-04-03,86.7,87.7,85.8,86.11,5558200,87.25952463364916,94.92855
2001-04-04,86.12,87.48,85.19,86.91,6189400,87.18185249283825,94.91215
2001-04-05,86.91,89.0,86.09,88.88,6727600,87.55921860554085,94.91375
